"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.427152558E1,-1.906941477E-2,2.670676920E-3,-1.376200676E-2,2.366786693E-2
2.428161058E1,1.114069998E-2,-1.374369767E-3,-2.485475957E-2,2.727202159E-2
2.429169658E1,2.385422789E-2,1.347679054E-2,1.526123285E-4,2.739838247E-2
2.430178158E1,1.614723220E-2,2.220467353E-2,2.071668506E-2,3.439420989E-2
2.431186758E1,1.755005233E-2,-2.421240639E-3,-1.355676949E-2,2.230813175E-2
2.432195258E1,-1.384693757E-4,4.226273827E-3,-3.201116681E-2,3.228924534E-2
2.433203858E1,-2.632909846E-2,1.499262638E-3,-1.110737085E-2,2.861543117E-2
2.434212358E1,-3.407823063E-2,1.389912397E-2,-3.047159493E-2,4.778105846E-2
2.435220958E1,-8.586270735E-4,7.211715959E-3,-2.688783646E-2,2.785142432E-2
2.436229458E1,2.017008003E-2,6.476083696E-3,-1.198679209E-3,2.121812009E-2
2.437238058E1,1.708775684E-3,3.978518620E-3,-3.149485767E-2,3.179110857E-2
2.438246558E1,1.104063950E-3,9.805851455E-3,-6.114199519E-2,6.193316766E-2
2.439255158E1,1.417072713E-3,2.786454074E-3,-5.520765603E-2,5.529609123E-2
2.440263658E1,6.243364513E-4,9.734535981E-3,-7.180965543E-3,1.211268975E-2
2.441272258E1,4.497751370E-3,1.138195016E-2,-1.586232662E-2,2.003476885E-2
2.442280758E1,1.154167280E-3,2.511726301E-3,-2.513951898E-2,2.529103172E-2
2.443289358E1,-1.132079422E-2,-4.020326212E-3,-3.697077513E-2,3.887366227E-2
2.444297858E1,-4.003413141E-2,1.638250954E-2,-5.435396254E-2,6.946561409E-2
2.445306458E1,-1.626578450E-2,1.796438238E-2,-5.767167270E-2,6.255650735E-2
2.446314958E1,1.061876290E-2,7.494924478E-3,-1.660960078E-2,2.109053950E-2
2.447323558E1,-1.094087139E-3,9.094137959E-3,-1.025075376E-2,1.374693873E-2
2.448332058E1,1.277631238E-2,8.244610615E-3,-3.207607090E-2,3.549763495E-2
2.449340658E1,9.781368524E-3,6.925058495E-3,-2.879987597E-2,3.119398117E-2
2.450349158E1,6.694842651E-3,2.935558073E-3,-4.131057858E-3,8.396669480E-3
2.451357758E1,-5.808112398E-3,1.094564052E-2,6.461173296E-4,1.240800885E-2
2.452366258E1,1.059478931E-2,1.421180154E-2,1.274809957E-2,2.183435152E-2
2.453374858E1,-2.179293819E-3,1.569518305E-3,-4.471950531E-3,5.216421265E-3
2.454383358E1,-1.962698333E-2,1.055563124E-2,-1.106176257E-2,2.487975918E-2
2.455391958E1,-1.870889738E-3,9.693349656E-3,-2.546345472E-2,2.731023219E-2
2.456400458E1,-1.473863795E-3,3.042251486E-3,-1.810824215E-2,1.842107496E-2
2.457409058E1,6.042549200E-3,-1.764710241E-3,-1.403390229E-2,1.538106032E-2
2.458417558E1,5.124901794E-3,-1.620905281E-3,-4.323957503E-2,4.357238576E-2
2.459426158E1,8.176198192E-3,1.125667357E-2,-4.806762099E-2,5.004057458E-2
2.460434658E1,4.007900879E-4,1.949483626E-2,-1.439642966E-2,2.423770740E-2
2.461443258E1,-1.038655534E-2,4.828338325E-4,-1.124361098E-2,1.531445227E-2
2.462451783E1,-9.776288755E-3,-2.792084303E-3,-1.813046157E-2,2.078665903E-2
2.463460383E1,-1.211360358E-2,7.955301348E-3,-4.166082680E-2,4.410953073E-2
2.464468883E1,-2.644746803E-2,1.303727864E-2,-5.472993851E-2,6.216755881E-2
2.465477483E1,-1.606230140E-3,1.800016003E-2,-3.077915847E-2,3.569232876E-2
2.466485983E1,9.257640727E-3,1.803714367E-2,-2.599087358E-3,2.044010075E-2
2.467494583E1,-1.976651251E-3,1.010883087E-2,-2.006881356E-2,2.255776783E-2
2.468503083E1,-1.139147244E-2,1.160935432E-2,-4.640642703E-2,4.917417230E-2
2.469511683E1,-1.701722480E-3,1.315513887E-2,-4.823543608E-2,5.002610151E-2
2.470520183E1,-3.483076729E-3,1.583133638E-2,-1.380819976E-2,2.129388212E-2
2.471528783E1,5.253979079E-3,1.347642509E-2,-1.792756319E-3,1.457505762E-2
2.472537283E1,2.032689504E-2,1.000496970E-2,-1.119390965E-2,2.527025315E-2
2.473545883E1,6.114214137E-3,9.330073111E-3,-1.283229947E-2,1.700299352E-2
2.474554383E1,-6.362172626E-3,1.280611491E-2,-1.749545395E-2,2.259567942E-2
2.475562983E1,9.827342257E-4,8.685271405E-3,-1.496887207E-2,1.733397926E-2
2.476571483E1,9.601822458E-3,-7.403876935E-4,-2.532429099E-3,9.957728938E-3
2.477580083E1,-1.904438138E-3,1.054808468E-2,-1.552143395E-2,1.886276456E-2
2.478588583E1,-5.347899981E-3,5.327818450E-3,-4.890201867E-2,4.948124001E-2
2.479597183E1,1.074001953E-2,1.159243394E-2,-5.609994113E-2,5.828323892E-2
2.480605683E1,1.011718143E-2,1.202947448E-2,-3.586448193E-2,3.915771546E-2
2.481614283E1,4.937973619E-3,6.536474470E-3,-3.433543503E-2,3.529916686E-2
2.482622783E1,8.178792894E-4,3.029807881E-3,-5.318334997E-2,5.327586110E-2
2.483631383E1,-1.063506201E-2,-5.422707796E-3,-5.513339639E-2,5.641100691E-2
2.484639883E1,-1.585304417E-2,1.258563833E-2,-4.107259691E-2,4.578946951E-2
2.485648483E1,-1.562032498E-2,2.018078774E-2,-3.029968679E-2,3.961476702E-2
2.486656983E1,1.646356657E-3,5.118305404E-3,-2.893845499E-2,2.943368338E-2
2.487665583E1,-9.554423466E-3,-1.535350922E-3,-1.781003416E-2,2.026922857E-2
2.488674083E1,-9.354119785E-3,5.598030619E-3,-4.441369593E-2,4.573197886E-2
2.489682683E1,1.017050073E-3,1.002218245E-2,-5.832831502E-2,5.919181417E-2
2.490691183E1,9.309315495E-3,9.915817939E-3,-4.215667069E-2,4.429640712E-2
2.491699783E1,1.223383695E-2,6.039388049E-3,-4.604448438E-2,4.802328098E-2
2.492708283E1,2.375244979E-2,8.225168623E-3,-5.353710651E-2,5.914434921E-2
2.493716883E1,2.807394415E-3,3.092263453E-3,-3.784668803E-2,3.807644090E-2
2.494725383E1,-1.292559911E-2,8.664404154E-3,-3.263331056E-2,3.615350563E-2
2.495733983E1,-9.984339997E-3,1.685927689E-2,-3.356360257E-2,3.886434973E-2
2.496742483E1,-3.730560131E-3,9.408663344E-3,-2.937056422E-2,3.106557689E-2
2.497751083E1,6.046459526E-3,-1.061050370E-3,-1.375265121E-2,1.506057489E-2
2.498759583E1,3.726284355E-3,4.519879427E-3,-2.973016798E-2,3.030177212E-2
2.499768183E1,-1.501053348E-3,8.187801261E-3,-4.111586630E-2,4.195006213E-2
2.500776683E1,1.243629679E-2,1.259765939E-2,-3.019852996E-2,3.500448131E-2
2.501785283E1,1.257480271E-3,1.622613079E-2,-5.344355106E-3,1.712981928E-2
2.502793783E1,-1.781171523E-3,1.086531440E-2,-1.941217124E-2,2.231725838E-2
2.503802283E1,3.422338776E-3,3.686925285E-3,-4.143161595E-2,4.173589128E-2
2.504810883E1,-1.105438046E-2,1.352658324E-2,-2.512723982E-2,3.060303845E-2
2.505819383E1,-4.514854476E-3,1.168779837E-2,-2.736964703E-2,3.010126443E-2
2.506827983E1,7.577443309E-3,1.684951707E-2,-2.150372028E-2,2.835020033E-2
2.507836483E1,-4.393597841E-3,5.894523282E-3,-2.774679244E-2,2.870424354E-2
2.508845083E1,-1.607553072E-2,3.965764381E-3,-2.563302398E-2,3.051560082E-2
2.509853583E1,-1.889966279E-3,1.069444779E-2,-5.636131167E-2,5.739808916E-2
2.510862183E1,2.119615674E-3,1.928601757E-2,-4.127608001E-2,4.560874944E-2
2.511870683E1,-2.654782087E-3,2.501091678E-2,-2.105114579E-2,3.279854517E-2
2.512879283E1,6.397402100E-3,1.792185987E-2,-4.648477972E-2,5.022902109E-2
2.513887783E1,1.025565080E-2,1.446659625E-2,-3.795895457E-2,4.189681387E-2
2.514896383E1,1.933089495E-3,1.580016341E-2,-5.550235569E-2,5.773987778E-2
2.515904883E1,-1.684217378E-3,2.015334237E-2,-9.583761871E-2,9.794816464E-2
2.516913483E1,5.041396245E-3,8.752331659E-3,-1.267337215E-1,1.271355778E-1
2.517921983E1,-7.274155542E-3,-5.876817182E-3,-1.244772810E-1,1.248280569E-1
2.518930583E1,9.802491590E-4,2.112962182E-3,-1.669818610E-1,1.669981060E-1
2.519939083E1,-2.218221657E-2,1.612552442E-3,-2.013061863E-1,2.025310636E-1
2.520947683E1,-2.348563403E-2,7.222170141E-3,-1.787318408E-1,1.804128756E-1
2.521956183E1,-2.715604093E-2,4.908792358E-3,-1.445811778E-1,1.471912490E-1
2.522964783E1,-3.282232180E-2,1.912039518E-3,-1.153579634E-1,1.199517421E-1
2.523973283E1,-1.653168663E-2,1.616791673E-3,-9.914597332E-2,1.005277808E-1
2.524981883E1,-3.614090905E-3,6.529165450E-3,-9.042251229E-2,9.072994205E-2
2.525990383E1,2.264845893E-3,7.338036373E-3,-6.856152713E-2,6.899028415E-2
2.526998983E1,1.496667936E-3,1.250573248E-3,-6.959940791E-2,6.962673000E-2
2.528007483E1,4.707542159E-2,2.683866274E-2,-3.379281342E-2,6.386206522E-2
2.529016083E1,3.884944897E-2,1.433442633E-3,-4.860381067E-2,6.223877292E-2
2.530024583E1,-7.640220478E-2,-4.733558614E-3,-8.040798604E-2,1.110186817E-1
2.531033183E1,-3.756339043E-2,8.398191389E-3,-4.574569166E-2,5.978466546E-2
2.532041683E1,3.975130890E-2,1.654480632E-2,-1.906192303E-2,4.708772754E-2
2.533050183E1,4.896151409E-2,9.413085300E-3,-5.353886068E-2,7.315904345E-2
2.534058783E1,-3.818381656E-2,2.618136261E-2,-1.237241596E-1,1.321027451E-1
2.535067283E1,-5.636039805E-2,1.496843125E-2,-1.617322308E-1,1.719240032E-1
2.536075883E1,-1.657152079E-2,6.266113836E-3,-9.369169056E-2,9.535204437E-2
2.537084383E1,2.992126230E-2,1.343454213E-2,9.569553137E-3,3.416643392E-2
2.538092983E1,4.814531587E-2,-1.231350526E-3,5.054917932E-3,4.842561161E-2
2.539101483E1,1.106183566E-2,-1.308528291E-2,-9.326659799E-2,9.482745983E-2
2.540110083E1,-1.086036254E-2,1.846234360E-2,-1.273044097E-1,1.290938354E-1
2.541118583E1,-2.399916574E-4,1.462532988E-2,-6.238277435E-2,6.407470957E-2
2.542127183E1,-6.988548294E-2,1.036208840E-2,3.419510186E-2,7.848986299E-2
2.543135683E1,1.233031601E-3,4.700795934E-4,2.154991329E-2,2.159027801E-2
2.544144283E1,4.470982086E-2,-3.201517307E-3,-3.648019373E-2,5.779292629E-2
2.545152783E1,2.101438142E-2,1.574242216E-2,-5.697585404E-2,6.273496653E-2
2.546161383E1,-3.477364730E-2,2.522062854E-2,-4.829683185E-2,6.463644960E-2
2.547169883E1,-1.100621402E-1,2.391430803E-2,-4.355123162E-2,1.207571059E-1
2.548178483E1,2.462905705E-2,1.273817529E-2,-6.085197330E-2,6.687162488E-2
2.549186983E1,5.712020718E-2,-1.941566130E-2,-4.412250459E-2,7.474276810E-2
2.550195583E1,-1.683925018E-3,7.913018670E-3,-2.587919176E-2,2.711427731E-2
2.551204083E1,1.913501322E-2,2.908127094E-2,-9.960147142E-3,3.620875007E-2
2.552212683E1,-3.283394314E-2,1.167416705E-2,-3.325662374E-2,4.817008430E-2
2.553221183E1,-2.301822223E-2,1.180147190E-2,-4.689233065E-2,5.355374839E-2
2.554229783E1,1.018636130E-2,-7.076336928E-3,-7.726803124E-2,7.825717317E-2
2.555238283E1,4.106199883E-2,-1.064131122E-2,-5.497435212E-2,6.943705526E-2
2.556246883E1,8.820963353E-3,-5.265892781E-3,1.084716976E-2,1.493988330E-2
2.557255383E1,-3.327321522E-3,6.065846700E-3,-4.385411739E-5,6.918633383E-3
2.558263983E1,-2.118300050E-2,4.543871284E-3,-8.159497082E-2,8.442218630E-2
2.559272483E1,3.378667384E-2,9.448643681E-3,-9.754325151E-2,1.036605138E-1
2.560281083E1,2.493983656E-3,1.142229823E-2,-5.891420603E-2,6.006307121E-2
2.561289583E1,4.214051776E-3,1.624668969E-2,-9.398229718E-3,1.923642067E-2
2.562298154E1,2.865135670E-3,2.392954733E-3,3.112297475E-2,3.134604907E-2
2.563306654E1,7.003685273E-3,-9.892193817E-3,-2.804558516E-2,3.055260959E-2
2.564315254E1,-4.564289030E-2,2.999347541E-3,-8.179494560E-2,9.371596793E-2
2.565323754E1,-5.766158625E-3,2.401043991E-2,-7.529108763E-2,7.923697171E-2
2.566332254E1,1.295034014E-2,2.615132483E-2,-2.413262844E-2,3.786801890E-2
2.567340854E1,-1.436934974E-2,1.897225735E-2,1.063023806E-3,2.382340824E-2
2.568349354E1,-1.165847093E-2,3.522417527E-3,-2.136455655E-2,2.459210536E-2
2.569357954E1,-2.034863938E-2,1.191516370E-2,-4.722503722E-2,5.278486895E-2
2.570366454E1,-1.488818049E-2,-4.174053166E-3,-4.601407886E-2,4.854251839E-2
2.571375054E1,-1.177896012E-2,1.966760321E-2,-7.913738608E-2,8.239104559E-2
2.572383554E1,-2.338944733E-2,1.929020198E-2,-8.598272145E-2,9.117130320E-2
2.573392154E1,-6.122400239E-4,1.652790422E-2,-3.689534605E-2,4.043282102E-2
2.574400654E1,1.366245791E-2,-2.489547081E-2,-5.067781806E-3,2.884665727E-2
2.575409254E1,3.882766809E-2,-1.365886051E-2,-1.489578187E-2,4.377255530E-2
2.576417754E1,-3.864030138E-2,-8.396053500E-3,-5.804530978E-2,7.023407003E-2
2.577426354E1,-9.497924745E-2,1.315015046E-2,-7.820592463E-2,1.237341931E-1
2.578434854E1,2.332143690E-2,3.575298055E-2,-3.108321369E-2,5.280465141E-2
2.579443454E1,6.900167629E-2,4.334906414E-3,5.031061292E-2,8.550544144E-2
2.580451954E1,1.836683527E-2,1.623230919E-2,3.423486292E-2,4.210527685E-2
2.581460554E1,-2.172565866E-2,7.922264580E-3,-5.697994709E-2,6.149374676E-2
2.582469054E1,-5.229387883E-2,1.351761142E-2,-8.048750818E-2,9.693097830E-2
2.583477654E1,-3.419345733E-2,3.299527148E-2,-4.456163049E-2,6.514306852E-2
2.584486154E1,1.071010006E-1,-1.417308658E-2,3.223745406E-2,1.127419804E-1
2.585494754E1,9.248358272E-3,-2.989628373E-2,-3.220178604E-2,4.490295019E-2
2.586503254E1,6.546034668E-2,-1.954989373E-2,-1.228119940E-1,1.405348398E-1
2.587511854E1,5.952787131E-2,-9.769363459E-3,-1.352121842E-1,1.480585785E-1
2.588520354E1,2.298825525E-2,2.193243083E-2,-5.830668032E-2,6.640150880E-2
2.589528954E1,3.268911492E-2,7.922170933E-3,5.485916197E-2,6.434956627E-2
2.590537454E1,-6.739588469E-2,-9.786777198E-4,-3.984409690E-2,7.829888340E-2
2.591546054E1,-2.661323659E-2,1.594496879E-3,-7.897892654E-2,8.335752887E-2
2.592554554E1,4.582090147E-2,9.876495413E-3,-3.778704643E-2,6.020764944E-2
2.593563154E1,4.796734124E-2,2.444421194E-2,-3.298238933E-2,6.313654512E-2
2.594571654E1,-4.381907064E-2,3.967659244E-2,9.249125719E-3,5.983217585E-2
2.595580254E1,-6.583420303E-2,3.512281744E-2,-8.713169932E-2,1.147156817E-1
2.596588754E1,7.485203482E-3,1.831894292E-2,-7.470636606E-2,7.728294166E-2
2.597597354E1,-1.095066547E-2,-6.447617349E-3,-1.938235044E-2,2.317680635E-2
2.598605854E1,4.531738311E-3,5.631928481E-3,6.808497906E-2,6.846765400E-2
2.599614454E1,-3.444974810E-2,4.014489960E-2,1.851579309E-2,5.604670108E-2
2.600622954E1,-5.981376361E-2,2.302534624E-2,-7.981741726E-2,1.023653896E-1
2.601631554E1,-4.416825905E-2,2.252579531E-2,-8.801053584E-2,1.010153502E-1
2.602640054E1,-1.148100793E-3,8.600230962E-3,-6.437199712E-2,6.495410781E-2
2.603648654E1,-9.779044256E-2,2.784816854E-2,1.747791231E-2,1.031696107E-1
2.604657154E1,3.637428604E-2,2.935527010E-2,-3.465176940E-2,5.818561412E-2
2.605665754E1,-9.004755959E-2,4.020675218E-2,1.426720619E-4,9.861625760E-2
2.606674254E1,3.407903463E-2,-2.452649323E-2,-1.318500352E-1,1.383739905E-1
2.607682854E1,-1.232212625E-1,6.266166370E-3,-8.589676738E-2,1.503362864E-1
2.608691354E1,6.046517998E-2,4.588591520E-2,-8.227734089E-2,1.119424675E-1
2.609699954E1,1.324448067E-1,5.469812143E-3,-1.321704626E-2,1.332149990E-1
2.610708454E1,-2.653079085E-2,-2.580352513E-2,3.799345315E-2,5.303967623E-2
2.611717054E1,-7.655536529E-2,-5.504027948E-2,-1.248392236E-1,1.564448404E-1
2.612725554E1,-1.620263457E-2,2.868287684E-2,-1.087704903E-1,1.136496914E-1
2.613734154E1,1.194195125E-1,-8.474333100E-3,1.280306339E-2,1.204024615E-1
2.614742654E1,5.943935908E-2,-2.568603264E-2,1.119016743E-1,1.292857084E-1
2.615751254E1,-4.001428742E-2,-2.330444343E-3,-7.917656243E-2,8.874402631E-2
2.616759754E1,4.666534904E-2,1.185343903E-2,-1.167659730E-1,1.263030137E-1
2.617768354E1,3.213542014E-2,7.680683210E-4,-3.415358663E-3,3.232552910E-2
2.618776854E1,7.896123871E-2,-3.561804234E-2,1.211964083E-1,1.489701028E-1
2.619785454E1,-6.549824394E-2,2.112549679E-2,1.338661551E-2,7.011068427E-2
2.620793954E1,6.007882521E-2,3.267877266E-2,-1.566860837E-1,1.709616806E-1
2.621802554E1,-8.530868366E-3,1.550941061E-2,-5.243724525E-2,5.534421580E-2
2.622811054E1,-2.029553935E-2,1.055024084E-2,3.551423371E-2,4.224307393E-2
2.623819654E1,4.887556002E-2,1.462485479E-2,6.722953141E-2,8.439500363E-2
2.624828154E1,-1.622060745E-1,3.391030591E-2,-9.916994691E-2,1.931201642E-1
2.625836754E1,5.809815399E-2,1.257896885E-2,-3.323440433E-2,6.810397628E-2
2.626845254E1,-1.624086440E-1,1.475570451E-2,-1.454997754E-1,2.185508707E-1
2.627853854E1,1.555818005E-1,4.476303052E-2,7.344102859E-4,1.618949193E-1
2.628862354E1,-8.617527757E-2,4.427999569E-2,-1.156257659E-1,1.508516298E-1
2.629870954E1,-1.279407330E-2,8.376045059E-3,-5.714366913E-2,5.915441965E-2
2.630879454E1,-6.040217623E-2,3.211800640E-2,-9.407234430E-2,1.163167881E-1
2.631888054E1,4.052047357E-2,2.177197957E-2,-9.550958991E-2,1.060094790E-1
2.632896554E1,1.733750604E-2,2.495980846E-2,-2.181069911E-2,3.740705481E-2
2.633905154E1,-1.001554220E-1,-9.925267131E-3,-3.200005710E-2,1.056107151E-1
2.634913654E1,-6.482734904E-2,-1.100197479E-2,-8.595407009E-3,6.631372146E-2
2.635922254E1,8.238112897E-2,-1.306222295E-2,-1.057381243E-1,1.346767352E-1
2.636930754E1,6.991742335E-2,-3.025358515E-2,-1.093838632E-2,7.696345755E-2
2.637939354E1,6.507629424E-2,1.373611456E-2,3.949150980E-2,7.735104564E-2
2.638947854E1,-2.776148356E-2,-3.589872468E-2,-2.018868148E-2,4.966891647E-2
2.639956454E1,1.810517237E-3,3.022261318E-2,-3.111186504E-2,4.341235385E-2
2.640964954E1,1.904105943E-1,-2.201984670E-2,5.372714102E-2,1.990670082E-1
2.641973554E1,7.786810175E-3,-8.235324506E-2,5.827978313E-2,1.011890533E-1
2.642982054E1,-7.950049818E-2,4.778801445E-3,-1.106901312E-1,1.363652129E-1
2.643990654E1,1.216175905E-1,1.125431686E-1,-1.603037560E-1,2.305517237E-1
2.644999154E1,1.636405792E-1,4.068618732E-2,-2.915714085E-2,1.711249365E-1
2.646007754E1,-2.337581601E-1,-3.282948464E-2,1.261729735E-1,2.676570039E-1
2.647016254E1,-1.749303467E-1,-1.371157452E-2,3.730172753E-2,1.793879939E-1
2.648024854E1,-2.703851189E-2,3.761603365E-2,-1.765578461E-1,1.825341615E-1
2.649033354E1,2.063215625E-1,9.257202186E-2,-8.916594565E-2,2.430817398E-1
2.650041954E1,-1.043436730E-1,-3.627484683E-3,-2.389055371E-2,1.071051786E-1
2.651050454E1,-9.729492757E-2,1.769548126E-2,-7.690258026E-3,9.918958140E-2
2.652059054E1,3.169132411E-2,-1.608289456E-2,-1.996672118E-1,2.028053130E-1
2.653067554E1,1.091141604E-2,-8.931898281E-3,-1.349595845E-1,1.356942418E-1
2.654076154E1,4.882907465E-2,5.130606484E-2,3.237018585E-3,7.090182727E-2
2.655084654E1,1.155190542E-3,-7.481554454E-2,7.618454218E-2,1.067838220E-1
2.656093254E1,-1.510540456E-1,-9.375462122E-3,3.632114947E-2,1.556420569E-1
2.657101754E1,-6.545621708E-2,-6.196954523E-3,-2.165200567E-1,2.262826851E-1
2.658110354E1,3.150419860E-1,-5.189129803E-2,4.491831064E-2,3.224311002E-1
2.659118854E1,-1.873875473E-1,7.380229516E-2,-9.785198450E-2,2.239104341E-1
2.660127454E1,1.762251030E-1,-5.467179526E-2,6.977190077E-2,1.972622879E-1
2.661135954E1,-3.160504114E-1,4.329928972E-2,3.888807714E-2,3.213642382E-1
2.662144554E1,2.125242888E-1,1.620793361E-3,-7.338021755E-2,2.248418481E-1
2.663153067E1,4.447553024E-2,8.421441380E-2,7.335682869E-2,1.202138286E-1
2.664161667E1,-7.937244415E-2,4.677845612E-3,-5.473286211E-2,9.652747446E-2
2.665170167E1,-2.636302692E-1,4.468518946E-2,1.083839893E-1,2.885217048E-1
2.666178767E1,7.314260133E-2,3.626366403E-2,-8.483959079E-2,1.177397538E-1
2.667187267E1,1.393848304E-1,5.033891710E-2,-9.146214724E-2,1.741478162E-1
2.668195867E1,2.901059501E-2,-5.610372355E-2,2.112949848E-2,6.660103697E-2
2.669204367E1,-2.835933578E-1,1.574910762E-2,2.798360467E-2,2.854055170E-1
2.670212967E1,1.614795945E-1,-1.073435732E-2,-4.548373640E-2,1.681060860E-1
2.671221467E1,-4.215075038E-2,-5.593848489E-2,-2.049215198E-1,2.165609132E-1
2.672229967E1,1.993085582E-1,-1.075056279E-2,-6.621211588E-2,2.102938902E-1
2.673238567E1,4.753157750E-2,-3.582868600E-2,8.508575857E-2,1.038389711E-1
2.674247067E1,-2.272194381E-1,-4.069917910E-2,-3.193573773E-2,2.330343056E-1
2.675255667E1,1.894405778E-1,-5.937798159E-2,-1.041874427E-1,2.242063791E-1
2.676264167E1,7.820358574E-3,-4.842428287E-2,-2.323858917E-1,2.375063617E-1
2.677272767E1,8.640613295E-2,9.470791837E-2,1.304338396E-2,1.288632588E-1
2.678281267E1,1.631488650E-1,8.123697504E-2,3.150269294E-1,3.639491235E-1
2.679289867E1,-1.439243162E-1,-1.387448161E-1,6.952456355E-2,2.116553749E-1
2.680298367E1,-1.986317795E-1,1.366839192E-3,-3.087101823E-1,3.670945774E-1
2.681306967E1,2.361653857E-2,1.897104268E-1,-2.827485448E-1,3.413129451E-1
2.682315467E1,3.040277320E-1,1.742361177E-1,2.300891054E-1,4.192041066E-1
2.683324067E1,-3.123022365E-1,-7.683087878E-2,2.791250253E-1,4.258479196E-1
2.684332567E1,-2.250151109E-1,-1.818383569E-2,-2.746203303E-2,2.274128740E-1
2.685341167E1,-1.079578735E-3,1.369503970E-1,-2.960205549E-1,3.261667451E-1
2.686349667E1,8.743268475E-3,1.227082242E-1,-2.239004123E-1,2.554704438E-1
2.687358267E1,1.739908453E-2,1.776974319E-2,2.532277071E-1,2.544459934E-1
2.688366767E1,-1.472379334E-1,2.427868092E-2,2.087187016E-1,2.565773953E-1
2.689375367E1,2.688144106E-2,-7.427723525E-2,-2.199476945E-1,2.337021777E-1
2.690383867E1,4.488958620E-2,-3.374393435E-2,-2.770106721E-1,2.826457863E-1
2.691392467E1,5.875479631E-2,1.966053173E-3,9.463133812E-3,5.954445697E-2
2.692400967E1,1.067074464E-1,-2.441689448E-2,9.936173558E-2,1.478357817E-1
2.693409567E1,-4.981085870E-2,2.095040695E-2,5.065442920E-2,7.406694535E-2
2.694418067E1,-2.067222064E-1,-1.127182928E-1,-1.689985657E-1,2.898275338E-1
2.695426667E1,1.962484544E-1,-1.083763331E-1,-6.530755162E-2,2.335036654E-1
2.696435167E1,-1.181148525E-2,-1.021591029E-2,-2.248552626E-1,2.253969058E-1
2.697443767E1,2.429602157E-1,2.237278098E-2,7.090158284E-2,2.540811725E-1
2.698452267E1,-3.515448742E-1,7.781730406E-2,-1.145118713E-2,3.602366737E-1
2.699460867E1,1.647390153E-1,-2.550001809E-2,-6.918717921E-2,1.804883925E-1
2.700469367E1,2.946971107E-2,3.444528731E-2,-9.976051569E-2,1.095769236E-1
2.701477967E1,1.307631109E-1,4.609195646E-2,-1.240118426E-1,1.860171947E-1
2.702486467E1,-1.158214284E-1,9.102168744E-2,2.673890787E-1,3.052809694E-1
2.703495067E1,-3.641374013E-1,4.951698130E-2,4.204148054E-2,3.698857452E-1
2.704503567E1,1.514367458E-1,2.538069835E-2,-9.627265155E-2,1.812338028E-1
2.705512167E1,2.446177552E-1,7.080806393E-2,-2.312152791E-1,3.439653084E-1
2.706520667E1,-1.459538117E-2,-1.794700518E-2,1.547184956E-1,1.564382723E-1
2.707529167E1,-2.325089756E-1,-7.085089479E-3,2.583048445E-1,3.476089972E-1
2.708537767E1,-1.128899999E-2,-2.939797305E-3,-1.884703785E-1,1.888310555E-1
2.709546267E1,1.642558891E-1,1.286606714E-3,-2.320584476E-1,2.843110542E-1
2.710554867E1,4.577770516E-2,-4.236260232E-2,1.559452415E-2,6.429134894E-2
2.711563367E1,-1.057281474E-1,-7.426893951E-2,2.117651010E-1,2.480701000E-1
2.712571967E1,5.493060764E-2,-3.854009472E-2,-9.662406921E-2,1.176389447E-1
2.713580467E1,5.991027921E-2,-3.554295816E-2,-3.219827771E-1,3.294320145E-1
2.714589067E1,1.115173660E-2,5.025875542E-2,-1.309320223E-1,1.406893678E-1
2.715597567E1,7.661723614E-2,4.573489258E-2,1.390356785E-1,1.652053303E-1
2.716606167E1,1.957472384E-1,-5.459930805E-2,2.113908792E-1,2.932305741E-1
2.717614667E1,-8.357249916E-2,-2.514227813E-2,-1.621432900E-1,1.841383808E-1
2.718623267E1,-3.385742515E-1,2.383087557E-2,-4.920642471E-1,5.977688999E-1
2.719631767E1,1.330299302E-1,2.241340634E-1,-3.916874349E-2,2.635663696E-1
2.720640367E1,1.779054831E-1,1.182884417E-2,2.148354739E-1,2.791855356E-1
2.721648867E1,-3.084150441E-2,-6.622019235E-2,3.103491569E-1,3.188305372E-1
2.722657467E1,-2.117440875E-1,-3.796204492E-2,-1.763631338E-1,2.781737414E-1
2.723665967E1,-1.197285744E-1,4.043095635E-2,-2.174105877E-1,2.514695954E-1
2.724674567E1,8.750175498E-3,6.247532481E-2,-4.539193511E-3,6.324820993E-2
2.725683067E1,1.539627430E-1,4.705053438E-2,3.630770087E-2,1.650349301E-1
2.726691667E1,-1.396235795E-1,3.573801533E-2,4.468442202E-2,1.508928337E-1
2.727700167E1,-2.056193119E-1,-4.661824241E-2,-1.339111787E-1,2.497694251E-1
2.728708767E1,1.787029702E-1,-6.312449366E-2,-1.545126736E-2,1.901530829E-1
2.729717267E1,9.007950000E-2,-5.946433766E-2,-1.634168136E-1,1.958452929E-1
2.730725767E1,-9.258773625E-2,2.579438886E-2,-4.166725874E-3,9.620395524E-2
2.731734367E1,-1.241334281E-1,1.082098519E-2,-2.443668365E-2,1.269777666E-1
2.732742867E1,7.794353083E-2,1.573767129E-2,-2.675171328E-1,2.790847266E-1
2.733751467E1,2.141647252E-1,1.306525620E-2,-5.258634925E-2,2.209130022E-1
