"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.063600579E1,-2.208712623E-2,8.363345638E-4,-2.910100758E-2,3.654325167E-2
1.064609179E1,-1.014404207E-2,-7.848882023E-3,-5.479893565E-2,5.627992437E-2
1.065617679E1,-7.213673405E-3,9.843604825E-4,-2.133941352E-2,2.254720868E-2
1.066626179E1,1.230579425E-2,1.006321802E-3,9.323970079E-3,1.547196412E-2
1.067634779E1,4.261121862E-3,1.850461029E-3,3.777301311E-4,4.660906091E-3
1.068643279E1,1.903842453E-2,1.484956831E-2,-1.799772978E-3,2.421178371E-2
1.069651779E1,-2.976696890E-2,9.089935273E-3,-1.301648676E-2,3.373615699E-2
1.070660379E1,-3.013742656E-2,8.719294891E-3,-2.744741499E-2,4.168514331E-2
1.071668879E1,4.592648026E-2,-2.849734195E-3,-2.450217247E-2,5.213174685E-2
1.072677479E1,3.152310703E-2,6.964033842E-4,7.570974827E-3,3.242700902E-2
1.073685979E1,1.791078899E-2,-8.951230638E-3,-1.918705344E-2,2.773200159E-2
1.074694479E1,2.427577559E-2,-2.323791308E-2,-5.541640162E-2,6.480965556E-2
1.075703079E1,-2.812485147E-2,-6.780814994E-3,-4.555507243E-2,5.396527908E-2
1.076711579E1,9.006977901E-3,-9.797448367E-3,-3.820219874E-2,4.045396933E-2
1.077720179E1,-3.069495857E-3,-1.610907912E-4,-4.002009809E-2,4.013796216E-2
1.078728679E1,-2.549714930E-2,1.295962031E-2,-6.415038764E-2,7.023765811E-2
1.079737179E1,-8.440675065E-3,1.311121166E-2,-4.837635398E-2,5.082735967E-2
1.080745779E1,-2.777873285E-2,1.198704562E-2,-5.927380979E-2,6.654871741E-2
1.081754279E1,-1.021906916E-2,5.025700126E-3,-6.617118537E-2,6.714397077E-2
1.082762879E1,1.770120285E-2,1.130358148E-2,-5.372363269E-2,5.768303257E-2
1.083771379E1,-2.534080938E-2,2.919971589E-3,-3.740288436E-2,4.527315554E-2
1.084779879E1,-2.277417406E-2,8.844790757E-3,-5.970825791E-2,6.451332723E-2
1.085788479E1,-1.926621012E-2,1.173130531E-2,-3.921435177E-2,4.523909550E-2
1.086796979E1,-4.639429405E-2,9.272989668E-3,-8.376136422E-3,4.804766924E-2
1.087805479E1,8.902385831E-5,-3.199546156E-4,-1.628683448E-2,1.629022018E-2
1.088814079E1,1.092340283E-2,-3.120021739E-3,-8.542782068E-4,1.139232445E-2
1.089822579E1,-1.159268975E-2,2.929473314E-3,-4.723380804E-3,1.285622790E-2
1.090831179E1,-1.813148484E-3,6.645853948E-3,-3.748942316E-2,3.811707925E-2
1.091839679E1,-1.626571141E-2,1.440221749E-3,-2.309650183E-4,1.633098133E-2
1.092848179E1,5.904883817E-3,4.054093882E-3,8.300707340E-3,1.096380739E-2
1.093856779E1,5.974999242E-2,-4.959297683E-3,1.459055722E-2,6.170527196E-2
1.094865279E1,9.293820374E-3,-3.756527707E-3,9.622762799E-3,1.389547270E-2
1.095873779E1,5.503801368E-3,-1.516989295E-3,-1.435257554E-2,1.544634295E-2
1.096882379E1,-7.030253559E-3,-3.536322936E-3,-4.027912974E-2,4.104069125E-2
1.097890879E1,-2.008452795E-2,-6.333265454E-3,-1.127518594E-2,2.388782812E-2
1.098899479E1,2.088815466E-2,8.342990018E-3,-6.940644979E-3,2.353918096E-2
1.099907979E1,3.720681991E-2,-1.172547637E-2,-2.523132026E-2,4.645916235E-2
1.100916479E1,-1.289661884E-2,-1.057330079E-2,-1.906835496E-2,2.533218562E-2
1.101925079E1,-2.614926003E-2,1.351912804E-3,-3.637085080E-2,4.481573670E-2
1.102933579E1,4.376092739E-3,-3.594139565E-3,-5.329444706E-2,5.359445974E-2
1.103942079E1,-1.675629281E-2,-1.918489728E-3,-6.739091456E-2,6.946934084E-2
1.104950679E1,2.573418081E-2,6.376023218E-4,-4.196078897E-2,4.922765899E-2
1.105959179E1,-8.818770647E-3,4.530294780E-3,-6.158112109E-2,6.237410329E-2
1.106967779E1,-1.955860745E-2,2.558112994E-2,-4.672685444E-2,5.674797142E-2
1.107976279E1,-4.175197028E-2,1.578391911E-2,-5.133679926E-2,6.802812715E-2
1.108984779E1,-7.170667134E-2,3.433795664E-3,-6.889598787E-2,9.950022519E-2
1.109993379E1,-6.215370968E-3,2.637258712E-3,-2.635924816E-3,7.248039005E-3
1.111001879E1,7.938326150E-3,4.189530015E-3,-4.860498011E-2,4.942684772E-2
1.112010379E1,-2.780022137E-2,6.662134789E-3,1.996824145E-3,2.865700010E-2
1.113018979E1,-5.039422810E-3,1.383995745E-2,-1.888533711E-2,2.394986769E-2
1.114027479E1,-7.150048390E-4,-1.791000327E-2,1.181137562E-2,2.146597408E-2
1.115036079E1,2.291724812E-2,-1.063391084E-2,-7.177924991E-2,7.609560459E-2
1.116044579E1,2.983863384E-2,-8.914792892E-3,2.726556659E-3,3.126102546E-2
1.117053079E1,5.866445683E-2,4.189801819E-3,6.322301924E-2,8.634942441E-2
1.118061679E1,-1.938538369E-2,1.381941682E-2,-6.627234221E-2,7.041869584E-2
1.119070179E1,-8.059655875E-3,1.641678885E-3,-2.605870128E-2,2.732597802E-2
1.120078679E1,4.258965701E-3,9.860870100E-3,-3.224739432E-3,1.121492275E-2
1.121087279E1,-3.030085623E-2,6.163675643E-3,-4.618657172E-2,5.558176133E-2
1.122095779E1,2.157315597E-2,6.307610795E-3,3.441554189E-2,4.110494539E-2
1.123104279E1,-7.652762756E-3,1.161103539E-2,-4.123105645E-2,4.351299733E-2
1.124112879E1,2.482091881E-2,5.492965747E-3,-3.851794839E-2,4.615065581E-2
1.125121379E1,-3.877142519E-3,-6.102775522E-3,-6.383639216E-2,6.424454115E-2
1.126129979E1,-3.724749461E-3,9.026821889E-4,-3.440384746E-2,3.461666237E-2
1.127138479E1,9.867249504E-3,1.951782312E-3,2.870398164E-3,1.045998339E-2
1.128146979E1,-4.127783418E-2,7.588589564E-4,6.502103806E-4,4.128992898E-2
1.129155579E1,-1.727026306E-2,1.815426842E-2,-2.959100425E-2,3.877456616E-2
1.130164079E1,-4.294736043E-2,1.922783777E-3,-1.999572337E-2,4.741309754E-2
1.131172579E1,8.172068596E-3,-1.378663816E-3,-3.289175749E-2,3.391977491E-2
1.132181179E1,-3.817208558E-2,1.180463305E-2,-2.778772295E-2,4.866841918E-2
1.133189679E1,1.374062788E-2,-1.242517338E-3,-3.317476273E-2,3.592928591E-2
1.134198179E1,-3.389777094E-3,2.723103147E-3,-4.844769001E-2,4.864241510E-2
1.135206779E1,-4.240590826E-2,-5.042145420E-3,-4.411958098E-2,6.140213117E-2
1.136215279E1,-2.048513532E-2,-6.555203833E-3,-3.639540911E-2,4.227572909E-2
1.137223879E1,4.840105847E-3,-1.059643384E-2,-2.038047016E-2,2.347497814E-2
1.138232379E1,1.583133638E-4,-6.259627081E-4,1.036711335E-3,1.221336492E-3
1.139240879E1,-5.871700868E-3,9.614065066E-3,-3.475468040E-2,3.653484539E-2
1.140249479E1,5.248325553E-2,3.194112356E-3,-6.045260847E-2,8.011998711E-2
1.141257979E1,-1.904712226E-2,-1.306931499E-2,1.801117837E-2,2.929167812E-2
1.142266479E1,-3.156809404E-2,-2.029976031E-2,-1.176167428E-2,3.933143542E-2
1.143275079E1,-4.510103613E-2,-1.132823115E-2,-2.647385359E-2,5.350978607E-2
1.144283579E1,8.075297177E-3,-8.144933861E-3,-3.921786010E-2,4.086062803E-2
1.145292079E1,-1.112699557E-2,1.124410434E-2,-3.412551999E-2,3.761370797E-2
1.146300679E1,9.215211868E-3,-3.855325095E-4,-2.467583477E-2,2.634322659E-2
1.147309179E1,9.333398715E-3,5.366318710E-3,-1.705808222E-2,2.017146195E-2
1.148317679E1,-3.533582054E-3,1.960306228E-2,-2.838881671E-2,3.467983805E-2
1.149326279E1,-2.374853946E-2,3.723664071E-2,2.766083837E-2,5.211221083E-2
1.150334779E1,2.681284592E-2,1.883810258E-2,9.625101686E-3,3.415326335E-2
1.151343379E1,7.065848485E-2,2.319069453E-2,-3.529028535E-2,8.231545440E-2
1.152351879E1,5.848673802E-2,3.709341819E-2,-5.582278311E-2,8.895393927E-2
1.153360379E1,2.687307224E-2,3.163036461E-2,-2.114879429E-2,4.658233009E-2
1.154368979E1,1.598489888E-2,1.603058025E-2,-1.458295584E-2,2.692877822E-2
1.155377479E1,4.793291576E-3,2.012576910E-2,-1.035658836E-2,2.313614377E-2
1.156385979E1,-3.830521937E-2,1.591761936E-2,-1.013322473E-2,4.270061686E-2
1.157394579E1,2.153237164E-4,3.609285224E-3,-1.486069858E-2,1.529423638E-2
1.158403079E1,7.866441943E-3,-8.254094068E-3,-4.578194439E-2,4.718047700E-2
1.159411579E1,1.930268213E-2,-7.089639343E-3,-7.732241035E-2,8.001007227E-2
1.160420179E1,6.775709644E-2,-2.997549523E-2,-5.813126385E-2,9.417429728E-2
1.161428304E1,1.573098354E-2,-2.440830867E-2,-3.803029060E-2,4.784905828E-2
1.162436804E1,-2.236750022E-2,-1.797397775E-2,-4.325477779E-2,5.190707797E-2
1.163445404E1,-1.857375361E-2,-2.390464185E-2,-6.848025084E-2,7.487296561E-2
1.164453904E1,-6.101723023E-2,-3.253466163E-3,-4.416051149E-2,7.539123425E-2
1.165462404E1,-6.170884620E-2,-7.903701954E-3,-7.611905336E-3,6.267688017E-2
1.166471004E1,-2.855612017E-2,-1.053352145E-2,-9.642058611E-4,3.045220462E-2
1.167479504E1,-2.823942035E-2,-1.718898676E-3,-1.901222169E-2,3.408642029E-2
1.168488004E1,-1.119771034E-2,1.983713363E-2,-3.825482368E-2,4.452338849E-2
1.169496604E1,-3.881696038E-2,4.689318489E-3,-4.890611172E-2,6.261432651E-2
1.170505104E1,-2.067166150E-2,5.924508534E-3,-1.184178114E-2,2.454883237E-2
1.171513604E1,3.168942377E-2,-9.737660587E-3,1.312056720E-2,3.565376412E-2
1.172522204E1,4.723015353E-3,-3.567112181E-3,1.440344632E-2,1.557210420E-2
1.173530704E1,1.510218859E-2,8.065612726E-3,1.302759647E-3,1.717053847E-2
1.174539204E1,6.833969839E-3,1.001244318E-3,-7.741713524E-3,1.037495842E-2
1.175547804E1,-4.641706165E-2,2.448210921E-3,7.168686390E-3,4.703113239E-2
1.176556304E1,-2.246025167E-2,-7.552409917E-4,-2.235741377E-2,3.169995654E-2
1.177564804E1,2.349557430E-2,3.215785883E-3,-2.345201254E-2,3.335236397E-2
1.178573404E1,2.584286593E-3,1.085542895E-2,-2.041496873E-2,2.326563610E-2
1.179581904E1,1.074703619E-2,2.147024497E-2,-3.842965543E-2,4.531344859E-2
1.180590404E1,2.456038881E-2,8.129820179E-3,-6.716345787E-2,7.197386156E-2
1.181599004E1,7.043921426E-3,1.188828478E-2,-6.854749382E-2,6.992644030E-2
1.182607504E1,1.888840690E-2,7.049547087E-3,-5.991349518E-2,6.321467341E-2
1.183616004E1,1.844639394E-2,2.105509266E-3,-4.125853837E-2,4.524344822E-2
1.184624604E1,4.076678753E-3,4.329607375E-3,-3.045288384E-2,3.102809926E-2
1.185633104E1,3.391385078E-4,-1.189067848E-3,-3.591710687E-2,3.593838426E-2
1.186641604E1,-3.710442055E-2,-2.890009177E-4,-5.190456390E-2,6.380364645E-2
1.187650204E1,-7.945196629E-3,-1.405159011E-5,-3.048738241E-2,3.150566351E-2
1.188658704E1,1.040654551E-2,-1.020686310E-3,-1.413038135E-2,1.757855702E-2
1.189667204E1,-3.309038009E-2,2.007226479E-2,-1.035483420E-2,4.006359519E-2
1.190675804E1,1.422214609E-2,1.231967910E-2,4.818690419E-3,1.942327752E-2
1.191684304E1,-4.924028009E-2,-1.221128862E-2,-1.879879832E-3,5.076666920E-2
1.192692804E1,-8.045045145E-2,1.086044933E-3,-1.521679401E-2,8.188409767E-2
1.193701404E1,5.385387942E-2,3.662732430E-4,1.818074763E-2,5.684113008E-2
1.194709904E1,7.337013111E-3,-1.110879611E-3,3.616912186E-2,3.692250250E-2
1.195718404E1,-4.040689141E-2,-7.295753695E-3,1.223705292E-2,4.284495722E-2
1.196727004E1,-1.025901295E-2,3.645921685E-3,2.028808415E-2,2.302490934E-2
1.197735504E1,6.112328410E-2,2.415338606E-3,7.156699598E-2,9.414735595E-2
1.198744004E1,2.857022658E-2,-1.527124621E-2,1.282382101E-1,1.322668036E-1
1.199752604E1,-4.379330635E-2,5.835338496E-4,1.358951390E-1,1.427784402E-1
1.200761104E1,3.486194026E-2,9.543021396E-3,9.463250756E-2,1.013002252E-1
1.201769604E1,5.783568710E-2,9.765398316E-4,1.826822197E-1,1.916212769E-1
1.202778204E1,-3.045229912E-2,-5.616908446E-3,2.359977168E-1,2.380206178E-1
1.203786704E1,7.175483778E-3,-2.711246547E-3,1.974862003E-1,1.976351126E-1
1.204795204E1,2.438603215E-2,-1.000175374E-2,2.687479717E-1,2.700373787E-1
1.205803804E1,5.304360151E-2,1.241528336E-3,3.231837952E-1,3.275101991E-1
1.206812304E1,-3.007559225E-2,-3.271791246E-3,3.195094049E-1,3.209384765E-1
1.207820804E1,5.005874410E-3,-9.609243397E-3,3.385070086E-1,3.386803673E-1
1.208829404E1,4.850104585E-2,2.722445335E-3,3.944017124E-1,3.973820252E-1
1.209837904E1,5.004478388E-2,1.286036382E-2,4.082449955E-1,4.115019389E-1
1.210846404E1,8.690563135E-2,3.602613460E-3,2.045151383E-1,2.222431312E-1
1.211855004E1,-3.683899350E-2,1.603737536E-2,2.214083290E-1,2.250243476E-1
1.212863504E1,-5.936977722E-2,-2.444227505E-3,6.471762604E-1,6.498983433E-1
1.213872004E1,4.354808874E-2,8.677688297E-3,4.108598703E-1,4.132524305E-1
1.214880604E1,4.982631728E-2,1.853322510E-2,3.115776569E-1,3.160803356E-1
1.215889104E1,3.100734606E-2,2.136101168E-2,6.401332891E-1,6.412397182E-1
1.216897604E1,-1.774819985E-2,-2.286085904E-2,6.811877596E-1,6.818023037E-1
1.217906204E1,1.887627393E-2,-6.134441849E-3,6.481030440E-1,6.484068945E-1
1.218914704E1,1.292159376E-1,3.171360749E-4,5.398289824E-1,5.550785434E-1
1.219923204E1,8.330001891E-2,3.450588137E-3,6.974488664E-1,7.024142089E-1
1.220931804E1,-1.721259490E-2,3.506885860E-3,7.365509516E-1,7.367603925E-1
1.221940304E1,3.188735202E-2,6.724974085E-3,6.094716597E-1,6.103423076E-1
1.222948804E1,9.897983931E-2,2.305222744E-2,6.878301966E-1,6.952976292E-1
1.223957404E1,1.686307758E-2,-3.257483840E-3,7.822539586E-1,7.824424773E-1
1.224965904E1,3.625595301E-2,5.161976796E-3,7.182392263E-1,7.191722508E-1
1.225974404E1,4.035221994E-2,1.514584171E-2,6.633923435E-1,6.647910195E-1
1.226982904E1,3.809607178E-2,-3.606087528E-3,7.443651706E-1,7.453481212E-1
1.227991504E1,9.822591394E-4,-1.594294511E-2,8.178903991E-1,8.180463601E-1
1.229000004E1,1.471641853E-1,7.915120013E-4,7.975561219E-1,8.110201549E-1
1.230008504E1,7.106749758E-2,1.163327308E-2,8.007030934E-1,8.039349265E-1
1.231017104E1,-1.584595442E-4,7.048763651E-3,8.366459280E-1,8.366756355E-1
1.232025604E1,4.707110927E-2,-8.775939792E-4,8.427591920E-1,8.440731693E-1
1.233034104E1,9.670110628E-2,7.344358675E-3,8.318266529E-1,8.374608194E-1
1.234042704E1,1.522351831E-2,5.718558636E-3,9.341336310E-1,9.342751725E-1
1.235051204E1,2.423466235E-2,1.146936832E-2,9.253481895E-1,9.257365376E-1
1.236059704E1,8.122915439E-2,2.512385712E-2,9.493001390E-1,9.531002767E-1
1.237068304E1,6.911394283E-2,2.560683941E-2,9.901938111E-1,9.929331452E-1
1.238076804E1,5.231094539E-2,-1.753068343E-4,1.029284202E0,1.030612650E0
1.239085304E1,3.515214488E-2,-5.017897747E-3,1.027185051E0,1.027798610E0
1.240093904E1,5.597488381E-2,6.978852879E-3,1.065784861E0,1.067276563E0
1.241102404E1,1.101193698E-1,9.150945030E-3,1.112920436E0,1.118392557E0
1.242110904E1,7.649605259E-2,1.673204513E-2,1.133462874E0,1.136164466E0
1.243119504E1,8.587293997E-2,6.101291791E-2,1.151766998E0,1.156574232E0
1.244128004E1,1.272890608E-1,8.563731546E-2,1.122784104E0,1.133216836E0
1.245136504E1,1.278866462E-1,-2.150039468E-2,1.108691729E0,1.116250246E0
1.246145004E1,9.271308593E-2,-8.253118314E-2,1.166975021E0,1.173557758E0
1.247153604E1,6.481580079E-2,-3.597472021E-2,1.163376644E0,1.165736027E0
1.248162104E1,9.654637434E-2,-2.046604050E-2,1.161710773E0,1.165895356E0
1.249170604E1,1.171869725E-1,1.352844704E-3,1.130248659E0,1.136308342E0
1.250179204E1,6.180799305E-2,7.017407957E-3,1.134410707E0,1.136114926E0
1.251187704E1,6.245776489E-2,6.368440110E-3,1.086823727E0,1.088635542E0
1.252196204E1,9.530910350E-2,-3.001304760E-2,1.020467770E0,1.025348272E0
1.253204804E1,5.820267297E-2,-5.216142112E-2,1.081502761E0,1.084323101E0
1.254213304E1,6.498083845E-2,-1.800646406E-2,1.048755430E0,1.050920879E0
1.255221804E1,2.777734414E-2,-2.929473314E-3,9.239951438E-1,9.244172155E-1
1.256230404E1,7.638692893E-3,1.305319631E-2,8.951473206E-1,8.952750757E-1
1.257238904E1,2.651533227E-2,1.178683558E-2,9.118832213E-1,9.123447822E-1
1.258247404E1,3.062376872E-2,1.310907377E-2,8.736050087E-1,8.742398837E-1
1.259255904E1,2.863096453E-2,1.089955715E-2,8.230786335E-1,8.236485716E-1
1.260264504E1,3.194692053E-2,1.142330322E-2,7.608350229E-1,7.615911171E-1
1.261273329E1,1.044743948E-2,6.678031906E-3,7.461620200E-1,7.462650368E-1
1.262281829E1,6.075907566E-2,8.892479825E-3,7.318182153E-1,7.343899793E-1
1.263290429E1,6.072991267E-2,1.426764473E-2,7.352914613E-1,7.379330736E-1
1.264298929E1,3.899888188E-2,1.838565599E-2,7.050560939E-1,7.063731597E-1
1.265307429E1,2.055749461E-2,1.761546806E-2,7.113073522E-1,7.118223546E-1
1.266316029E1,3.766878650E-2,-2.896089368E-3,7.564917111E-1,7.574345079E-1
1.267324529E1,2.988826208E-2,-3.275064316E-3,7.825650305E-1,7.831424271E-1
1.268333029E1,1.194469213E-2,-1.530878031E-2,7.682405216E-1,7.684858706E-1
1.269341629E1,5.546785712E-2,-2.197769193E-2,7.891063106E-1,7.913586239E-1
1.270350129E1,6.203347631E-2,-2.633750383E-2,8.162672120E-1,8.190445517E-1
1.271358629E1,6.247479491E-2,-2.272280993E-2,7.963872635E-1,7.991571182E-1
1.272367129E1,7.614441566E-2,1.845726154E-3,7.980116200E-1,8.016382753E-1
1.273375729E1,9.230714299E-2,8.788582112E-3,8.231406140E-1,8.283467380E-1
1.274384229E1,6.745457612E-2,2.749175790E-3,8.235896802E-1,8.263520068E-1
1.275392729E1,6.419175670E-2,1.195379186E-2,7.759682018E-1,7.787105527E-1
1.276401329E1,6.541470185E-2,9.299503136E-3,7.898500764E-1,7.926087984E-1
1.277409829E1,7.491416149E-2,2.098099519E-2,7.621062076E-1,7.660667108E-1
1.278418329E1,5.125815421E-2,1.533417687E-2,7.662700099E-1,7.681355762E-1
1.279426929E1,6.784041926E-2,6.911077711E-3,7.670202076E-1,7.700455080E-1
1.280435429E1,6.883225322E-2,1.710065726E-2,7.274503452E-1,7.308996622E-1
1.281443929E1,4.586599812E-2,2.191161839E-2,6.917530936E-1,6.936181596E-1
1.282452429E1,3.121441059E-2,1.425849019E-2,7.420473343E-1,7.428404205E-1
1.283461029E1,4.690621778E-2,1.287538614E-3,7.822311544E-1,7.836373077E-1
1.284469529E1,8.962144375E-2,2.121735290E-3,7.075423300E-1,7.131988879E-1
1.285478029E1,4.454284631E-2,2.373857636E-3,7.007507890E-1,7.021690457E-1
1.286486629E1,3.636595376E-2,4.226404019E-3,7.053408533E-1,7.062903542E-1
1.287495129E1,3.088440835E-2,-1.711114570E-2,7.451358336E-1,7.459718819E-1
1.288503629E1,3.779113948E-2,-5.915719438E-3,7.429080445E-1,7.438921484E-1
1.289512229E1,4.519561484E-2,7.580330372E-3,7.214791685E-1,7.229331198E-1
1.290520729E1,4.438329041E-2,-7.972075548E-3,7.416637570E-1,7.430333498E-1
1.291529229E1,-2.968156300E-3,-1.117944007E-2,7.712015516E-1,7.712882878E-1
1.292537829E1,4.661012940E-2,-1.931918224E-2,8.255929363E-1,8.271332610E-1
1.293546329E1,8.743915323E-2,-4.825435274E-3,7.561209977E-1,7.611753106E-1
1.294554829E1,6.627347510E-2,-7.770492788E-3,7.661168128E-1,7.690172462E-1
1.295563329E1,1.499087222E-2,-7.183962241E-3,8.767613357E-1,8.769189104E-1
1.296571929E1,1.214963704E-2,-5.661804099E-3,8.283832276E-1,8.284916665E-1
1.297580429E1,5.921595890E-2,2.276065238E-3,8.287539411E-1,8.308699086E-1
1.298588929E1,6.643240973E-2,6.929955538E-3,8.471539593E-1,8.497829841E-1
1.299597529E1,4.855893329E-2,9.493045975E-3,8.581408775E-1,8.595660844E-1
1.300606029E1,4.185696434E-2,1.314046372E-2,8.379773390E-1,8.391249597E-1
1.301614529E1,7.464040216E-2,1.518627657E-2,8.315126574E-1,8.349940791E-1
1.302623029E1,7.995603282E-2,2.971991480E-2,7.589837945E-1,7.637621624E-1
1.303631629E1,4.197014451E-2,1.291105416E-2,8.266039199E-1,8.277694297E-1
1.304640129E1,3.462648019E-2,1.182160825E-3,8.374195147E-1,8.381359282E-1
1.305648629E1,3.667099569E-2,1.410304561E-2,7.523811185E-1,7.534062685E-1
1.306657229E1,4.500755377E-2,1.720373271E-2,7.911440653E-1,7.926099799E-1
1.307665729E1,5.767295178E-2,-1.864220258E-3,8.129085714E-1,8.149539803E-1
1.308674229E1,4.374075450E-2,2.195318844E-3,7.723528683E-1,7.735935795E-1
1.309682829E1,3.009887148E-2,-9.770149179E-4,8.018333602E-1,8.023986753E-1
1.310691329E1,8.111352570E-2,-6.342620999E-3,8.138295078E-1,8.178863617E-1
1.311699829E1,3.153253566E-2,-1.744009041E-2,8.533771509E-1,8.541375880E-1
1.312708429E1,1.859845810E-2,-1.538985332E-2,8.916080010E-1,8.919347385E-1
1.313716929E1,7.865842603E-2,-2.101779839E-2,8.832891673E-1,8.870336233E-1
1.314725429E1,4.149966292E-2,-1.848491248E-2,8.786698669E-1,8.798435367E-1
1.315733929E1,8.285351090E-2,-1.649499536E-2,7.958522433E-1,8.003234236E-1
1.316742529E1,5.643337861E-2,-1.129956152E-3,8.473217744E-1,8.491997364E-1
1.317751029E1,8.171366930E-2,7.880785894E-3,9.003501731E-1,9.040849876E-1
1.318759529E1,8.625154719E-2,1.030905918E-2,8.034980625E-1,8.081798949E-1
1.319768129E1,5.453230262E-2,2.421098113E-2,8.645424092E-1,8.665988235E-1
1.320776629E1,5.233718477E-2,3.182876794E-2,8.383246636E-1,8.405596309E-1
1.321785129E1,1.207249034E-2,1.023151048E-2,8.602815431E-1,8.604270813E-1
1.322793729E1,4.218035191E-2,2.147197858E-2,9.001162845E-1,9.013598358E-1
1.323802229E1,8.977895312E-2,-2.562359534E-4,8.714514792E-1,8.760639284E-1
1.324810729E1,2.646800637E-2,5.267153587E-3,9.248055679E-1,9.251992416E-1
1.325819229E1,3.690470159E-2,2.610642917E-2,7.675879723E-1,7.689179396E-1
1.326827829E1,4.759527560E-2,1.550230259E-2,8.607370412E-1,8.621913278E-1
1.327836329E1,5.085279599E-2,1.416913742E-2,8.473983729E-1,8.490410907E-1
1.328844829E1,1.331118643E-2,4.050000831E-3,9.111727846E-1,9.112790097E-1
1.329853429E1,9.169574350E-2,1.944899043E-2,8.435263467E-1,8.487184870E-1
1.330861929E1,6.115833085E-2,-2.006658660E-2,7.989284635E-1,8.015171234E-1
1.331870429E1,9.792295508E-2,-2.401206616E-2,8.727472222E-1,8.785517619E-1
1.332878929E1,7.004602555E-2,1.119597216E-2,7.441102320E-1,7.474836673E-1
1.333887529E1,-1.331710674E-2,-1.648766806E-2,8.387690520E-1,8.390367758E-1
1.334896029E1,5.905015379E-2,-3.418472305E-2,8.720519882E-1,8.747172035E-1
1.335904529E1,8.562838018E-2,-3.508247393E-2,8.865004581E-1,8.913170377E-1
1.336913129E1,1.590637077E-1,-1.766973753E-3,8.130728781E-1,8.284877129E-1
1.337921629E1,4.356175661E-3,-1.457016505E-3,8.074642289E-1,8.074772938E-1
1.338930129E1,3.655094504E-3,-9.342498444E-3,8.182856709E-1,8.183471642E-1
1.339938729E1,1.195883509E-2,2.177541253E-2,8.631314760E-1,8.634889271E-1
1.340947229E1,1.048808493E-1,9.588008411E-3,8.636390144E-1,8.700369358E-1
1.341955729E1,1.005248930E-1,2.486968825E-2,9.515074629E-1,9.571260144E-1
1.342964329E1,2.045421816E-2,1.035223721E-2,8.571649772E-1,8.574714817E-1
1.343972829E1,2.736146092E-2,1.727793753E-2,8.641430444E-1,8.647487368E-1
1.344981329E1,-3.379442140E-2,1.084448369E-2,7.999318457E-1,8.007188167E-1
1.345989829E1,8.713341694E-2,2.532874949E-2,9.135841763E-1,9.180794220E-1
1.346998429E1,5.760311410E-2,6.236980084E-2,8.251491326E-1,8.295053959E-1
1.348006929E1,1.092399486E-1,2.650835216E-3,9.370794582E-1,9.434290139E-1
1.349015429E1,5.418819398E-2,-9.598097142E-3,8.192533851E-1,8.210996241E-1
1.350024029E1,4.696944080E-2,5.698897373E-3,7.911984444E-1,7.926118749E-1
1.351032529E1,3.794123020E-2,2.758588209E-2,7.836327320E-1,7.850355257E-1
1.352041029E1,9.607249405E-2,6.808625814E-3,8.291071129E-1,8.346825062E-1
1.353049629E1,8.332629483E-2,-2.224348443E-2,9.087707484E-1,9.128539407E-1
1.354058129E1,1.179930843E-1,1.318103107E-2,7.301494199E-1,7.397393344E-1
1.355066629E1,-1.328030583E-2,1.922354372E-2,8.727554083E-1,8.730681038E-1
1.356075229E1,2.842740834E-2,5.652320646E-3,7.718874300E-1,7.724314020E-1
1.357083729E1,1.110561669E-2,-3.962840773E-2,8.861344224E-1,8.870896009E-1
1.358092229E1,7.431913421E-2,-6.683404036E-3,8.501594281E-1,8.534278264E-1
1.359100829E1,8.649099067E-2,-7.332335338E-3,8.611019075E-1,8.654657415E-1
1.360109329E1,1.014979427E-1,-4.607971385E-3,8.528760445E-1,8.589066382E-1
1.361117508E1,6.112211466E-2,-8.649786115E-3,7.841572273E-1,7.865833006E-1
1.362126008E1,4.933493190E-2,-2.349807763E-2,9.017821562E-1,9.034363024E-1
1.363134608E1,6.148032971E-2,4.809919596E-3,7.608771229E-1,7.633720996E-1
1.364143108E1,4.713901006E-2,2.816294974E-2,8.575275046E-1,8.592838059E-1
1.365151608E1,5.461325001E-2,2.836952090E-2,7.599129170E-1,7.624008645E-1
1.366160208E1,1.954446450E-2,5.730983969E-3,7.994237226E-1,7.996831364E-1
1.367168708E1,5.307144888E-2,2.046925647E-2,7.932496476E-1,7.952864720E-1
1.368177208E1,1.812286019E-2,1.677076466E-2,6.454180026E-1,6.458901568E-1
1.369185808E1,-1.068436135E-2,-6.958371636E-3,8.399987215E-1,8.400954866E-1
1.370194308E1,4.395984236E-2,-1.203835722E-2,7.659770644E-1,7.673319053E-1
1.371202808E1,3.798190489E-2,1.843802512E-2,7.342705375E-1,7.354833840E-1
1.372211408E1,6.832833286E-2,2.922488633E-4,7.395026261E-1,7.426526647E-1
1.373219908E1,2.702517293E-2,2.073879484E-2,7.035586220E-1,7.043828449E-1
1.374228408E1,5.996290416E-2,1.460102739E-2,7.642942357E-1,7.667818586E-1
1.375237008E1,4.251448374E-2,-3.116858304E-3,7.900459582E-1,7.911951795E-1
